0	0	0	0	0	0	0	0	0	1
0	0	0	0	0	0	0	0	0.196116135138184	0.980580675690920
0	0	0	0	0	0	0	0	0.447213595499958	0.894427190999916
0	0	0	0	0	0	0	0	0.707106781186548	0.707106781186548
0	0	0	0	0	0	0	0	0.894427190999916	0.447213595499958
0	0	0	0	0	0	0	0	0.980580675690920	0.196116135138184
0	0	0	0	0	0	0	0	1	0
0	0	0	0	0	0	0	0.196116135138184	0	0.980580675690920
0	0	0	0	0	0	0	0.235702260395516	0.235702260395516	0.942809041582063
0	0	0	0	0	0	0	0.267261241912424	0.534522483824849	0.801783725737273
0	0	0	0	0	0	0	0.267261241912424	0.801783725737273	0.534522483824849
0	0	0	0	0	0	0	0.235702260395516	0.942809041582063	0.235702260395516
0	0	0	0	0	0	0	0.196116135138184	0.980580675690920	0
0	0	0	0	0	0	0	0.447213595499958	0	0.894427190999916
0	0	0	0	0	0	0	0.534522483824849	0.267261241912424	0.801783725737273
0	0	0	0	0	0	0	0.577350269189626	0.577350269189626	0.577350269189626
0	0	0	0	0	0	0	0.534522483824849	0.801783725737273	0.267261241912424
0	0	0	0	0	0	0	0.447213595499958	0.894427190999916	0
0	0	0	0	0	0	0	0.707106781186548	0	0.707106781186548
0	0	0	0	0	0	0	0.801783725737273	0.267261241912424	0.534522483824849
0	0	0	0	0	0	0	0.801783725737273	0.534522483824849	0.267261241912424
0	0	0	0	0	0	0	0.707106781186548	0.707106781186548	0
0	0	0	0	0	0	0	0.894427190999916	0	0.447213595499958
0	0	0	0	0	0	0	0.942809041582063	0.235702260395516	0.235702260395516
0	0	0	0	0	0	0	0.894427190999916	0.447213595499958	0
0	0	0	0	0	0	0	0.980580675690920	0	0.196116135138184
0	0	0	0	0	0	0	0.980580675690920	0.196116135138184	0
0	0	0	0	0	0	0	1	0	0
0	0	0	0	0	0	0.196116135138184	0	0	0.980580675690920
0	0	0	0	0	0	0.235702260395516	0	0.235702260395516	0.942809041582063
0	0	0	0	0	0	0.267261241912424	0	0.534522483824849	0.801783725737273
0	0	0	0	0	0	0.267261241912424	0	0.801783725737273	0.534522483824849
0	0	0	0	0	0	0.235702260395516	0	0.942809041582063	0.235702260395516
0	0	0	0	0	0	0.196116135138184	0	0.980580675690920	0
0	0	0	0	0	0	0.235702260395516	0.235702260395516	0	0.942809041582063
0	0	0	0	0	0	0.288675134594813	0.288675134594813	0.288675134594813	0.866025403784439
0	0	0	0	0	0	0.316227766016838	0.316227766016838	0.632455532033676	0.632455532033676
0	0	0	0	0	0	0.288675134594813	0.288675134594813	0.866025403784439	0.288675134594813
0	0	0	0	0	0	0.235702260395516	0.235702260395516	0.942809041582063	0
0	0	0	0	0	0	0.267261241912424	0.534522483824849	0	0.801783725737273
0	0	0	0	0	0	0.316227766016838	0.632455532033676	0.316227766016838	0.632455532033676
0	0	0	0	0	0	0.316227766016838	0.632455532033676	0.632455532033676	0.316227766016838
0	0	0	0	0	0	0.267261241912424	0.534522483824849	0.801783725737273	0
0	0	0	0	0	0	0.267261241912424	0.801783725737273	0	0.534522483824849
0	0	0	0	0	0	0.288675134594813	0.866025403784439	0.288675134594813	0.288675134594813
0	0	0	0	0	0	0.267261241912424	0.801783725737273	0.534522483824849	0
0	0	0	0	0	0	0.235702260395516	0.942809041582063	0	0.235702260395516
0	0	0	0	0	0	0.235702260395516	0.942809041582063	0.235702260395516	0
0	0	0	0	0	0	0.196116135138184	0.980580675690920	0	0
0	0	0	0	0	0	0.447213595499958	0	0	0.894427190999916
0	0	0	0	0	0	0.534522483824849	0	0.267261241912424	0.801783725737273
0	0	0	0	0	0	0.577350269189626	0	0.577350269189626	0.577350269189626
0	0	0	0	0	0	0.534522483824849	0	0.801783725737273	0.267261241912424
0	0	0	0	0	0	0.447213595499958	0	0.894427190999916	0
